datetime,stock_code_equity,exchange_code_equity,product_type_equity,expiry_date_equity,right_equity,strike_price_equity,open_equity,high_equity,low_equity,close_equity,volume_equity,open_interest_equity,count_equity,stock_code_futures,exchange_code_futures,product_type_futures,expiry_date_futures,right_futures,strike_price_futures,open_futures,high_futures,low_futures,close_futures,volume_futures,open_interest_futures,count_futures,call_open_interest,put_open_interest,return,log_return,vol_30,atr_14,oi_change,basis,vol_oi_ratio_equity,vol_oi_ratio_futures,close_equity_lag_1,close_equity_lag_5,return_lag_1,return_lag_5,regime,regime_label
01-11-2022 12:35,NIFTY,NSE,0,0,0,0,18127.95,18129.55,18117.2,18119.05,0,0,8319,NIFTY,NFO,Futures,24-Nov-22,Others,0,18173.3,18173.9,18170.0,18170.0,38900,12235500,950,8643750,31539600,-0.0005240352923978,-0.0005241726468795,0.0004008325610274,10.414285714285402,-460000.0,50.95000000000073,0.0,0.0031792731658474,18128.55,18138.25,0.0003117602591196,9.924764769286833e-05,0,SIDEWAYS
01-11-2022 12:40,NIFTY,NSE,0,0,0,0,18118.7,18121.4,18108.25,18115.95,0,0,8320,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.7,18172.0,18167.45,18171.95,19000,12254500,955,8629650,31355700,-0.0001710906476883,-0.0001711052853628,0.0003858643493863,9.960714285714078,-198000.0,56.0,0.0,0.0015504507282671,18119.05,18120.05,-0.0005240352923978,-0.0010034044078122,0,SIDEWAYS
01-11-2022 12:45,NIFTY,NSE,0,0,0,0,18115.5,18125.6,18113.8,18125.45,0,0,8321,NIFTY,NFO,Futures,24-Nov-22,Others,0,18181.45,18185.0,18179.9,18183.1,24100,12273500,960,8660100,31518300,0.0005243997692641,0.0005242623197553,0.0003877559251491,10.046428571428416,193050.0,57.64999999999782,0.0,0.001963579910899,18115.95,18128.6,-0.0001710906476883,0.000471853002613,0,SIDEWAYS
01-11-2022 12:50,NIFTY,NSE,0,0,0,0,18124.9,18128.55,18122.25,18124.5,0,0,8322,NIFTY,NFO,Futures,24-Nov-22,Others,0,18180.3,18182.5,18179.55,18182.5,3050,12286500,965,8337950,29260500,-5.24124918278579e-05,-5.241386541050317e-05,0.0003833488820951,9.964285714285454,-2579950.0,58.0,0.0,0.0002482399179392,18125.45,18122.9,0.0005243997692641,-0.000314420308242,0,SIDEWAYS
01-11-2022 12:55,NIFTY,NSE,0,0,0,0,18124.15,18134.05,18123.75,18126.5,0,0,8323,NIFTY,NFO,Futures,24-Nov-22,Others,0,18184.15,18184.15,18175.05,18175.9,16950,12304650,970,8339100,29373100,0.0001103478716655,0.0001103417837869,0.000384447560063,10.23928571428535,113750.0,49.400000000001455,0.0,0.0013775278957525,18124.5,18128.55,-5.24124918278579e-05,0.0003117602591196,0,SIDEWAYS
01-11-2022 13:00,NIFTY,NSE,0,0,0,0,18126.25,18126.25,18115.65,18116.6,0,0,8324,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.15,18170.0,18167.3,18167.3,10550,12284750,975,8309200,29162750,-0.000546161696963,-0.0005463108975902,0.0003948293755942,10.485714285713971,-240250.0,50.70000000000073,0.0,0.000858788265224,18126.5,18119.05,0.0001103478716655,-0.0005240352923978,0,SIDEWAYS
01-11-2022 13:05,NIFTY,NSE,0,0,0,0,18116.0,18116.95,18070.55,18072.75,0,0,8325,NIFTY,NFO,Futures,24-Nov-22,Others,0,18135.05,18135.75,18126.05,18134.75,52950,12262800,980,8349300,28390450,-0.0024204320899063,-0.002423366070948,0.0005832881220892,13.47857142857122,-732200.0,62.0,0.0,0.0043179368237321,18116.6,18115.95,-0.000546161696963,-0.0001710906476883,1,UPTREND
01-11-2022 13:10,NIFTY,NSE,0,0,0,0,18071.8,18081.45,18070.7,18076.55,0,0,8326,NIFTY,NFO,Futures,24-Nov-22,Others,0,18132.4,18132.55,18128.0,18128.5,18500,12233850,985,8623050,27563700,0.0002102613050034,0.0002102392031933,0.000575224079,13.64642857142852,-553000.0,51.95000000000073,0.0,0.0015121975901128,18072.75,18125.45,-0.0024204320899063,0.0005243997692641,2,DOWNTREND
01-11-2022 13:15,NIFTY,NSE,0,0,0,0,18076.75,18077.85,18060.9,18067.6,0,0,8327,NIFTY,NFO,Futures,24-Nov-22,Others,0,18120.0,18126.6,18116.15,18126.35,21100,12211000,990,8647550,26911300,-0.0004951166013427,-0.0004952392120399,0.0005627060095276,13.899999999999636,-627900.0,58.75,0.0,0.0017279500673204,18076.55,18124.5,0.0002102613050034,-5.24124918278579e-05,2,DOWNTREND
01-11-2022 13:20,NIFTY,NSE,0,0,0,0,18067.1,18084.4,18065.65,18084.4,0,0,8328,NIFTY,NFO,Futures,24-Nov-22,Others,0,18133.05,18140.8,18133.05,18138.9,29100,12194200,995,8606900,26652250,0.0009298412628131,0.0009294092282211,0.0005981300373191,14.757142857142494,-299700.0,54.5,0.0,0.002386380214661,18067.6,18126.5,-0.0004951166013427,0.0001103478716655,2,DOWNTREND
01-11-2022 13:25,NIFTY,NSE,0,0,0,0,18083.65,18094.1,18083.25,18089.45,0,0,8329,NIFTY,NFO,Futures,24-Nov-22,Others,0,18140.5,18143.55,18137.05,18138.35,7400,12238400,1000,8518350,26431950,0.0002792462011456,0.000279207219182,0.000602625286896,14.221428571427948,-308850.0,48.89999999999782,0.0,0.0006046541537575,18084.4,18116.6,0.0009298412628131,-0.000546161696963,2,DOWNTREND
01-11-2022 13:30,NIFTY,NSE,0,0,0,0,18089.25,18108.8,18086.5,18104.55,0,0,8330,NIFTY,NFO,Futures,24-Nov-22,Others,0,18162.3,18166.9,18161.0,18164.0,24950,12249950,1005,8475650,26549050,0.0008347406913973,0.0008343924891453,0.0006284948828957,14.996428571428105,74400.0,59.45000000000073,0.0,0.0020367428408489,18089.45,18072.75,0.0002792462011456,-0.0024204320899063,2,DOWNTREND
01-11-2022 13:35,NIFTY,NSE,0,0,0,0,18104.7,18117.5,18104.25,18116.8,0,0,8331,NIFTY,NFO,Futures,24-Nov-22,Others,0,18176.8,18179.25,18175.0,18175.05,38250,12273100,1010,8493700,26671900,0.0006766254891725,0.0006763966813519,0.000639543593057,15.203571428570806,140900.0,58.25,0.0,0.0031165717612851,18104.55,18076.55,0.0008347406913973,0.0002102613050034,2,DOWNTREND
01-11-2022 13:40,NIFTY,NSE,0,0,0,0,18116.85,18123.05,18106.6,18110.85,0,0,8332,NIFTY,NFO,Futures,24-Nov-22,Others,0,18170.8,18175.1,18170.8,18171.5,12900,12361400,1015,8575850,27363450,-0.0003284244458182,-0.0003284783889377,0.0006398329156701,15.72857142857096,773700.0,60.650000000001455,0.0,0.0010435710321184,18116.8,18067.6,0.0006766254891725,-0.0004951166013427,2,DOWNTREND
01-11-2022 13:45,NIFTY,NSE,0,0,0,0,18110.3,18112.5,18106.05,18110.0,0,0,8333,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18176.5,18171.0,18173.85,16200,12393100,1020,8576000,27750100,-4.693319198156853e-05,-4.693429337828484e-05,0.0006397810142692,15.307142857142546,386800.0,63.84999999999855,0.0,0.0013071788892868,18110.85,18084.4,-0.0003284244458182,0.0009298412628131,2,DOWNTREND
01-11-2022 13:50,NIFTY,NSE,0,0,0,0,18110.25,18121.4,18107.0,18117.7,0,0,8334,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179.65,18185.8,18177.15,18185.55,12650,12408450,1025,8582650,27858650,0.0004251794588625,0.0004250890956892,0.0006461746470043,15.39642857142826,115200.0,67.84999999999854,0.0,0.0010194664910229,18110.0,18089.45,-4.693319198156853e-05,0.0002792462011456,2,DOWNTREND
01-11-2022 13:55,NIFTY,NSE,0,0,0,0,18116.9,18124.5,18111.9,18115.35,0,0,8335,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.0,18178.45,18173.1,18175.0,10350,12420100,1030,8572650,27880600,-0.0001297074131927,-0.0001297158259267,0.0006458062573501,15.453571428571063,11950.0,59.650000000001455,0.0,0.0008333265566842,18117.7,18104.55,0.0004251794588625,0.0008347406913973,2,DOWNTREND
01-11-2022 14:00,NIFTY,NSE,0,0,0,0,18115.25,18116.5,18100.25,18102.35,0,0,8336,NIFTY,NFO,Futures,24-Nov-22,Others,0,18156.1,18162.0,18155.35,18161.8,19400,12424350,1035,8525900,27941300,-0.0007176234519343,-0.0007178810668981,0.0006350229407805,16.164285714285402,13950.0,59.45000000000073,0.0,0.0015614497690865,18115.35,18116.8,-0.0001297074131927,0.0006766254891725,2,DOWNTREND
01-11-2022 14:05,NIFTY,NSE,0,0,0,0,18101.9,18113.85,18101.55,18106.7,0,0,8337,NIFTY,NFO,Futures,24-Nov-22,Others,0,18165.0,18167.2,18162.0,18167.2,7200,12429150,1040,8524500,27994350,0.0002403002925035,0.0002402714250127,0.0006362331591701,16.307142857142544,51650.0,60.5,0.0,0.0005792833315807,18102.35,18110.85,-0.0007176234519343,-0.0003284244458182,2,DOWNTREND
01-11-2022 14:10,NIFTY,NSE,0,0,0,0,18106.5,18106.5,18094.9,18095.25,0,0,8338,NIFTY,NFO,Futures,24-Nov-22,Others,0,18155.25,18162.95,18155.25,18162.0,8500,12429150,1045,8559450,28029700,-0.0006323626061072,-0.0006325626316702,0.0006447289048077,16.378571428571117,70300.0,66.75,0.0,0.0006838761553383,18106.7,18110.0,0.0002403002925035,-4.693319198156853e-05,2,DOWNTREND
01-11-2022 14:15,NIFTY,NSE,0,0,0,0,18095.8,18110.95,18095.6,18108.35,0,0,8339,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18175.0,18169.2,18173.95,3250,12441350,1050,8592400,27971900,0.00072394689214,0.0007236849689934,0.000661200886407,14.160714285714024,-24850.0,65.60000000000218,0.0,0.000261225649851,18095.25,18117.7,-0.0006323626061072,0.0004251794588625,2,DOWNTREND
01-11-2022 14:20,NIFTY,NSE,0,0,0,0,18108.2,18120.8,18107.7,18115.7,0,0,8340,NIFTY,NFO,Futures,24-Nov-22,Others,0,18178.2,18179.5,18173.0,18177.0,7300,12443300,1055,8553100,28072950,0.0004058901004233,0.0004058077493194,0.0006641891150106,14.328571428571063,61750.0,61.29999999999927,0.0,0.0005866610475789,18108.35,18115.35,0.00072394689214,-0.0001297074131927,2,DOWNTREND
01-11-2022 14:25,NIFTY,NSE,0,0,0,0,18115.35,18116.4,18107.25,18108.6,0,0,8341,NIFTY,NFO,Futures,24-Nov-22,Others,0,18172.0,18176.65,18166.1,18174.0,9900,12457600,1060,8573250,28099850,-0.0003919252361213,-0.0003920020588898,0.0006668448107301,13.77142857142852,47050.0,65.40000000000146,0.0,0.0007946955437086,18115.7,18102.35,0.0004058901004233,-0.0007176234519343,2,DOWNTREND
01-11-2022 14:30,NIFTY,NSE,0,0,0,0,18107.85,18112.6,18098.55,18103.9,0,0,8342,NIFTY,NFO,Futures,24-Nov-22,Others,0,18159.8,18178.95,18159.8,18178.1,15900,12470550,1065,8562100,27969100,-0.0002595451884738,-0.0002595788761553,0.0006665973975457,13.435714285714182,-141900.0,74.19999999999709,0.0,0.0012750038069689,18108.6,18106.7,-0.0003919252361213,0.0002403002925035,2,DOWNTREND
01-11-2022 14:35,NIFTY,NSE,0,0,0,0,18105.45,18117.75,18105.05,18112.25,0,0,8343,NIFTY,NFO,Futures,24-Nov-22,Others,0,18173.0,18179.0,18171.2,18179.0,7800,12471000,1070,8523650,27875100,0.0004612265865364,0.0004611202542486,0.0006673797758894,13.567857142857196,-132450.0,66.75,0.0,0.0006254509962752,18103.9,18095.25,-0.0002595451884738,-0.0006323626061072,2,DOWNTREND
01-11-2022 14:40,NIFTY,NSE,0,0,0,0,18111.95,18120.6,18105.15,18109.15,0,0,8344,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.15,18177.9,18165.65,18175.6,7450,12334550,1075,8533100,27913600,-0.0001711548813647,-0.0001711695300329,0.0006672003027201,13.078571428571324,47950.0,66.44999999999709,0.0,0.000603994421848,18112.25,18108.35,0.0004612265865364,0.00072394689214,2,DOWNTREND
01-11-2022 14:45,NIFTY,NSE,0,0,0,0,18108.9,18119.25,18108.65,18118.7,0,0,8345,NIFTY,NFO,Futures,24-Nov-22,Others,0,18184.7,18186.7,18182.1,18183.1,41600,12386750,1080,8513050,28129450,0.0005273577169551,0.0005272187127421,0.0006503553845983,12.889285714285506,195800.0,64.39999999999782,0.0,0.0033584270806767,18109.15,18115.7,-0.0001711548813647,0.0004058901004233,2,DOWNTREND
01-11-2022 14:50,NIFTY,NSE,0,0,0,0,18118.55,18144.55,18111.25,18139.6,0,0,8346,NIFTY,NFO,Futures,24-Nov-22,Others,0,18212.95,18217.45,18210.0,18210.0,30900,12425700,1085,8447150,28182850,0.0011535043904915,0.0011528396154669,0.0006787779943564,14.09285714285683,-12500.0,70.40000000000146,0.0,0.0024867812286807,18118.7,18108.6,0.0005273577169551,-0.0003919252361213,2,DOWNTREND
01-11-2022 14:55,NIFTY,NSE,0,0,0,0,18139.7,18141.1,18129.8,18133.9,0,0,8347,NIFTY,NFO,Futures,24-Nov-22,Others,0,18201.55,18205.85,18201.55,18205.1,26300,12481850,1090,8378600,28310550,-0.0003142296412267,-0.0003142790217052,0.0006787747517177,14.4392857142853,59150.0,71.19999999999709,0.0,0.002107059281512,18139.6,18103.9,0.0011535043904915,-0.0002595451884738,2,DOWNTREND
01-11-2022 15:00,NIFTY,NSE,0,0,0,0,18134.0,18136.95,18103.05,18112.05,0,0,8348,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.8,18192.0,18174.95,18191.85,40850,12650000,1095,8240950,27853400,-0.0012049255813698,-0.0012056520878476,0.0007119987126774,15.832142857142442,-594800.0,79.79999999999927,0.0,0.0032292487565811,18133.9,18112.25,-0.0003142296412267,0.0004612265865364,1,UPTREND
01-11-2022 15:05,NIFTY,NSE,0,0,0,0,18111.8,18148.85,18111.7,18147.65,0,0,8349,NIFTY,NFO,Futures,24-Nov-22,Others,0,18208.8,18210.0,18203.8,18207.45,38700,12670500,1100,8180650,27823100,0.0019655422771029,0.0019636131263527,0.0007929294058821,17.585714285713816,-90600.0,59.79999999999927,0.0,0.0030543385774564,18112.05,18109.15,-0.0012049255813698,-0.0001711548813647,1,UPTREND
01-11-2022 15:10,NIFTY,NSE,0,0,0,0,18147.25,18148.9,18140.6,18147.65,0,0,8350,NIFTY,NFO,Futures,24-Nov-22,Others,0,18205.0,18212.0,18204.45,18212.0,47150,12668900,1105,7969400,28165050,0.0,0.0,0.0007918775668601,17.017857142856883,130700.0,64.34999999999854,0.0,0.003721711930656,18147.65,18118.7,0.0019655422771029,0.0005273577169551,2,DOWNTREND
01-11-2022 15:15,NIFTY,NSE,0,0,0,0,18147.75,18153.45,18145.15,18149.8,0,0,8351,NIFTY,NFO,Futures,24-Nov-22,Others,0,18206.45,18211.7,18206.1,18210.15,33250,12654950,1110,7802400,27788250,0.0001184726397081,0.0001184656223791,0.0007870972503865,16.7321428571426,-543800.0,60.35000000000218,0.0,0.0026274301654743,18147.65,18139.6,0.0,0.0011535043904915,2,DOWNTREND
01-11-2022 15:20,NIFTY,NSE,0,0,0,0,18148.45,18154.55,18145.0,18151.4,0,0,8352,NIFTY,NFO,Futures,24-Nov-22,Others,0,18217.0,18217.0,18214.65,18216.85,32250,12641500,1115,7740800,27323900,8.81552413802833e-05,8.815135593533844e-05,0.000786915422403,16.58571428571408,-525950.0,65.44999999999709,0.0,0.0025511211050016,18149.8,18133.9,0.0001184726397081,-0.0003142296412267,2,DOWNTREND
01-11-2022 15:25,NIFTY,NSE,0,0,0,0,18152.35,18155.6,18145.25,18147.3,0,0,8353,NIFTY,NFO,Futures,24-Nov-22,Others,0,18215.2,18216.7,18213.4,18216.65,33650,12637200,1120,7552800,26964500,-0.0002258778937163,-0.0002259034079698,0.0007884153007326,16.228571428570962,-547400.0,69.35000000000218,0.0,0.0026627731884615,18151.4,18112.05,8.81552413802833e-05,-0.0012049255813698,2,DOWNTREND
02-11-2022 09:15,NIFTY,NSE,0,0,0,0,18177.9,18177.9,18136.6,18140.6,0,0,8381,NIFTY,NFO,Futures,24-Nov-22,Others,0,18222.15,18222.8,18195.0,18200.0,99200,12181600,1125,7138400,26703650,-0.0003692009279617,-0.0003692690994042,0.0007845424439624,18.242857142856987,-675250.0,59.400000000001455,0.0,0.0081434287660546,18147.3,18147.65,-0.0002258778937163,0.0019655422771029,2,DOWNTREND
02-11-2022 09:20,NIFTY,NSE,0,0,0,0,18138.15,18146.8,18110.7,18132.4,0,0,8382,NIFTY,NFO,Futures,24-Nov-22,Others,0,18193.95,18199.7,18192.0,18197.1,33950,12139250,1130,7464800,28413100,-0.0004520247400856,-0.0004521269340657,0.0006403521521645,20.16785714285678,2035850.0,64.69999999999709,0.0,0.0027967129108706,18140.6,18147.65,-0.0003692009279617,0.0,2,DOWNTREND
02-11-2022 09:25,NIFTY,NSE,0,0,0,0,18132.05,18144.15,18129.85,18137.3,0,0,8383,NIFTY,NFO,Futures,24-Nov-22,Others,0,18199.75,18202.2,18193.1,18202.0,16150,12150400,1135,7493800,29080250,0.0002702344973637,0.0002701979905987,0.0006407692952945,20.18571428571418,696150.0,64.70000000000073,0.0,0.0013291742387761,18132.4,18149.8,-0.0004520247400856,0.0001184726397081,2,DOWNTREND
02-11-2022 09:30,NIFTY,NSE,0,0,0,0,18135.85,18147.4,18121.3,18121.95,0,0,8384,NIFTY,NFO,Futures,24-Nov-22,Others,0,18191.65,18191.65,18177.0,18178.35,42950,12146600,1140,7521900,29418900,-0.0008463222199555,-0.0008466805527964,0.00065528833287,21.142857142857142,366750.0,56.39999999999782,0.0,0.0035359686220038,18137.3,18151.4,0.0002702344973637,8.81552413802833e-05,2,DOWNTREND
02-11-2022 09:35,NIFTY,NSE,0,0,0,0,18120.35,18122.4,18102.05,18107.15,0,0,8385,NIFTY,NFO,Futures,24-Nov-22,Others,0,18167.6,18167.6,18161.1,18166.0,62050,12070350,1145,7631550,29573500,-0.0008166891532092,-0.000817022825479,0.0006566332571729,21.492857142857503,264250.0,58.84999999999855,0.0,0.0051406955771211,18121.95,18147.3,-0.0008463222199555,-0.0002258778937163,2,DOWNTREND
02-11-2022 09:40,NIFTY,NSE,0,0,0,0,18106.55,18128.85,18103.65,18124.1,0,0,8386,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.35,18178.0,18174.35,18175.0,11800,12037800,1150,7594500,29754950,0.000936094305288,0.0009356564422466,0.0006754930461895,22.535714285714544,144400.0,50.900000000001455,0.0,0.0009802454783892,18107.15,18140.6,-0.0008166891532092,-0.0003692009279617,2,DOWNTREND
02-11-2022 09:45,NIFTY,NSE,0,0,0,0,18123.7,18150.6,18122.75,18150.6,0,0,8387,NIFTY,NFO,Futures,24-Nov-22,Others,0,18195.4,18204.0,18195.4,18198.75,52800,12006000,1155,7371900,30165600,0.0014621415684088,0.0014610736802348,0.0007090561678505,22.14642857142878,188050.0,48.150000000001455,0.0,0.00439780073315,18124.1,18132.4,0.000936094305288,-0.0004520247400856,2,DOWNTREND
02-11-2022 09:50,NIFTY,NSE,0,0,0,0,18150.55,18150.55,18140.45,18141.7,0,0,8388,NIFTY,NFO,Futures,24-Nov-22,Others,0,18197.05,18199.65,18188.0,18188.55,34300,11964300,1160,7177950,30537900,-0.0004903419170715,-0.0004904621739822,0.00070748426727,22.060714285714443,178350.0,46.84999999999855,0.0,0.0028668620089046,18150.6,18137.3,0.0014621415684088,0.0002702344973637,2,DOWNTREND
02-11-2022 09:55,NIFTY,NSE,0,0,0,0,18142.1,18142.1,18115.5,18117.15,0,0,8389,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18172.25,18165.0,18167.8,25150,11936750,1165,7112200,30692400,-0.0013532359150465,-0.0013541523656433,0.0007496711220262,21.53928571428566,88750.0,50.64999999999782,0.0,0.0021069384793232,18141.7,18121.95,-0.0004903419170715,-0.0008463222199555,2,DOWNTREND
02-11-2022 10:00,NIFTY,NSE,0,0,0,0,18117.4,18130.5,18107.3,18128.35,0,0,8390,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179.65,18183.0,18170.0,18171.2,9550,11930050,1170,7095650,30691400,0.0006181987785052,0.0006180077723561,0.0007576650579422,20.542857142857297,-17550.0,42.85000000000218,0.0,0.0008004995116952,18117.15,18107.15,-0.0013532359150465,-0.0008166891532092,2,DOWNTREND
02-11-2022 10:05,NIFTY,NSE,0,0,0,0,18129.35,18133.55,18118.3,18128.1,0,0,8391,NIFTY,NFO,Futures,24-Nov-22,Others,0,18182.6,18184.35,18173.55,18175.1,12100,11920050,1175,7100100,30835500,-1.3790554573400726e-05,-1.3790649663972684e-05,0.0007540809619886,21.03928571428566,148550.0,47.0,0.0,0.0010150963280274,18128.35,18124.1,0.0006181987785052,0.000936094305288,2,DOWNTREND
02-11-2022 10:10,NIFTY,NSE,0,0,0,0,18127.85,18127.85,18118.55,18121.5,0,0,8392,NIFTY,NFO,Futures,24-Nov-22,Others,0,18180.0,18180.0,18172.1,18173.0,10400,11914350,1180,7119300,30738300,-0.0003640756615419,-0.0003641419531762,0.0007568878229602,21.110714285714234,-78000.0,51.5,0.0,0.000872896895517,18128.1,18150.6,-1.3790554573400726e-05,0.0014621415684088,2,DOWNTREND
02-11-2022 10:15,NIFTY,NSE,0,0,0,0,18121.5,18123.4,18112.5,18118.45,0,0,8393,NIFTY,NFO,Futures,24-Nov-22,Others,0,18169.3,18174.25,18166.85,18171.45,20900,11929100,1185,7134250,30675050,-0.0001683083629941,-0.0001683225284361,0.0007451925831229,21.20714285714296,-48300.0,53.0,0.0,0.0017520180271757,18121.5,18141.7,-0.0003640756615419,-0.0004903419170715,2,DOWNTREND
02-11-2022 10:20,NIFTY,NSE,0,0,0,0,18117.8,18121.0,18105.75,18107.1,0,0,8394,NIFTY,NFO,Futures,24-Nov-22,Others,0,18164.1,18166.85,18159.45,18163.4,44450,11910200,1190,7156250,30327600,-0.0006264332765772,-0.0006266295678821,0.0007535093744311,21.557142857143067,-325450.0,56.30000000000291,0.0,0.0037320948655694,18118.45,18117.15,-0.0001683083629941,-0.0013532359150465,2,DOWNTREND
02-11-2022 10:25,NIFTY,NSE,0,0,0,0,18107.7,18118.7,18103.95,18113.85,0,0,8395,NIFTY,NFO,Futures,24-Nov-22,Others,0,18166.1,18169.65,18161.1,18165.0,12450,11899250,1195,7136450,30184400,0.0003727819474128,0.0003727124814859,0.0007466913191602,19.660714285714285,-163000.0,51.150000000001455,0.0,0.0010462843417623,18107.1,18128.35,-0.0006264332765772,0.0006181987785052,2,DOWNTREND
