timestamp,open,high,low,close,volume,call_oi,put_oi
2024-01-01 00:00:00,18000.593404894855,18001.289076203208,17996.066815540064,17998.57316357443,899,238224,243518
2024-01-01 00:05:00,17997.692013725526,17997.66933186626,17992.600016370085,17996.889502659847,276,236566,237018
2024-01-01 00:10:00,17996.57800994385,17999.910424587317,17994.17844153287,17997.325137809778,845,259763,237777
2024-01-01 00:15:00,17997.269251385726,18004.071383232236,17989.137255095033,17997.703045018417,836,249083,235016
2024-01-01 00:20:00,17997.061758529446,18001.072371116916,17993.24666325627,17997.372236468094,489,245914,235496
2024-01-01 00:25:00,17996.31464227968,18000.70272590267,17994.247914136336,17997.89539483344,323,235241,229436
2024-01-01 00:30:00,17998.193367136075,18000.546908816734,17993.41932073423,17997.898178222775,739,247566,248149
2024-01-01 00:35:00,18000.05872326853,18005.835173948908,17991.63729129754,17998.002092882492,641,231329,232565
2024-01-01 00:40:00,17998.273123022933,18005.327438642533,17989.763363311256,17997.73181527522,798,234086,229374
2024-01-01 00:45:00,17994.96631161286,18004.268202692765,17991.12652995842,17995.465761722295,772,225688,230980
2024-01-01 00:50:00,17998.438996805613,17996.68048896496,17988.986222436466,17996.57159565507,398,258116,249753
2024-01-01 00:55:00,17997.41669031678,18000.794993892705,17987.012865738252,17996.700984260202,900,232117,247789
2024-01-01 01:00:00,17999.620070969177,18004.20241146204,17994.867812834844,17999.270493537075,363,245061,228912
2024-01-01 01:05:00,18000.062756848485,18003.4863881068,17996.32727390795,17999.63473819382,979,240927,237702
2024-01-01 01:10:00,17999.923496538602,18004.76717224401,17996.599070886008,17999.236433051195,951,242970,224506
2024-01-01 01:15:00,17999.781311594055,18010.057654708315,17993.221300324894,18000.525066091563,567,255803,259515
2024-01-01 01:20:00,18002.27588875861,18002.975590733182,17993.873817027157,18000.106956004496,356,233712,234715
2024-01-01 01:25:00,18002.045090462183,18004.840967949855,17996.81465815021,18001.623812044403,523,237802,241795
2024-01-01 01:30:00,18002.847425133114,18007.424186045348,17997.69287592208,18002.5938809949,656,250523,251803
2024-01-01 01:35:00,18002.904114518522,18003.074589623397,18002.24308431392,18002.891009567356,435,249288,245362
2024-01-01 01:40:00,18001.125351841147,18010.949820257658,17995.75403226639,18001.61874394806,527,232280,233347
2024-01-01 01:45:00,18001.61960491099,18002.62893693146,17999.29671362019,18001.345496124864,955,236287,253418
2024-01-01 01:50:00,18001.773783007466,18008.653818026145,17997.335962242774,18001.148091413346,954,245754,235804
2024-01-01 01:55:00,18002.483089743753,18003.45403323091,18003.160345125896,18003.375314736262,519,223974,225885
2024-01-01 02:00:00,18004.752429193093,18008.939193732163,18001.789916393027,18003.638603021103,356,260642,241155
2024-01-01 02:05:00,18002.141053433847,18005.258208267544,17998.072432551002,18002.731914688135,760,245566,251728
2024-01-01 02:10:00,18003.876016296625,18011.85969872261,17994.942366454317,18002.60934636471,910,253564,244955
2024-01-01 02:15:00,18005.750812877748,18010.029227356183,18001.525667683174,18004.717585243125,669,230405,206596
2024-01-01 02:20:00,18005.70855426225,18011.03315100425,17995.34326495818,18005.313109502924,618,260709,235758
2024-01-01 02:25:00,18002.850773191112,18013.30996783924,17998.340001611108,18003.972657111666,568,255359,239213
2024-01-01 02:30:00,18002.463045787004,18012.930596309205,17998.632439759785,18004.131236789337,337,252930,242989
2024-01-01 02:35:00,18003.953080006006,18005.47007032957,18001.825403287716,18004.72895330429,573,245340,245723
2024-01-01 02:40:00,18005.093201864438,18011.858337318194,18004.597650177857,18005.81448637509,771,237139,232127
2024-01-01 02:45:00,18005.57754094365,18008.785809422658,17997.481309412844,18004.807111508147,737,251070,243428
2024-01-01 02:50:00,18002.257031904475,18008.305022885394,17994.322970240584,18003.604747981513,228,238145,214385
2024-01-01 02:55:00,18005.13792316961,18006.00660383717,18000.581251546537,18005.23107431429,107,247524,238721
2024-01-01 03:00:00,18006.58460022784,18014.388747590343,17996.472973326265,18006.260153094012,464,249003,225338
2024-01-01 03:05:00,18006.48359569163,18009.904275451714,18000.334663595775,18006.479755709646,666,224218,229478
2024-01-01 03:10:00,18006.618363509955,18016.898361615655,18006.09374723468,18007.14023021903,171,242915,250837
2024-01-01 03:15:00,18008.02421085536,18016.51202966591,17997.057609662003,18007.053414213515,464,250169,235739
2024-01-01 03:20:00,18005.15661754885,18014.246880914994,17996.47142413,18006.111385661097,654,227297,247482
2024-01-01 03:25:00,18007.254413445575,18012.05564478797,18006.130648638948,18006.60933200817,802,242878,239429
2024-01-01 03:30:00,18005.254638626357,18010.17699296792,18003.57315159457,18004.738721217233,413,242588,247687
2024-01-01 03:35:00,18005.973954568493,18014.503688589048,17999.605146329395,18006.865987376386,332,216728,252884
2024-01-01 03:40:00,18007.428833949838,18011.817234459577,18006.788696606505,18007.784333009844,825,237862,234991
2024-01-01 03:45:00,18008.260160303777,18016.190483760925,18000.794441104674,18007.18431189269,110,240913,228325
2024-01-01 03:50:00,18005.43086523746,18010.956915068862,18001.806719795506,18007.510733787843,886,247714,248625
2024-01-01 03:55:00,18006.896835034862,18013.86395967399,18000.20043687233,18006.537496289126,747,223722,241705
2024-01-01 04:00:00,18005.649495429323,18015.458429956558,17996.644315907386,18006.03628981759,124,240150,229413
2024-01-01 04:05:00,18005.950333973127,18007.677687419415,17997.640254966525,18007.535277933614,756,244563,252150
2024-01-01 04:10:00,18012.086133871384,18014.069618112655,18004.55155908459,18009.470646770962,650,248465,227367
2024-01-01 04:15:00,18013.861743223304,18013.229766709166,18005.718868450727,18011.484134642164,853,224505,243346
2024-01-01 04:20:00,18012.224439509348,18016.495964515092,18009.290396790613,18010.261873298266,964,245195,227971
2024-01-01 04:25:00,18009.07915813749,18016.40495945678,18007.01772176682,18009.564892445618,970,237384,260953
2024-01-01 04:30:00,18009.397638764614,18015.288910400097,18000.18664937785,18009.381202085493,243,245363,233383
2024-01-01 04:35:00,18008.568107071766,18017.36772911983,17999.03178457769,18008.06694196858,349,238001,246158
2024-01-01 04:40:00,18008.494539176914,18017.344292995538,18001.7857601075,18009.227362646314,651,250529,217706
2024-01-01 04:45:00,18007.549891097562,18012.27892868839,18004.41485648748,18008.125257417185,156,253689,247587
2024-01-01 04:50:00,18010.220693452145,18012.114251660285,18000.434458463267,18008.785632650353,773,246133,250160
2024-01-01 04:55:00,18010.724043764465,18010.618141849525,18001.57841961914,18009.63637418967,264,241626,271208
2024-01-01 05:00:00,18010.85152641765,18016.442425536956,18005.446468365662,18010.26838042365,264,245493,238838
2024-01-01 05:05:00,18010.023180850716,18016.995736059263,18004.70696546872,18011.806907594015,291,253580,245078
2024-01-01 05:10:00,18013.47712391065,18011.772874259143,18003.311750276065,18011.438860725648,401,258945,226580
2024-01-01 05:15:00,18012.547320405192,18021.85821669335,18007.176883397256,18013.635286922294,860,235703,245124
2024-01-01 05:20:00,18012.142424990132,18012.31335171601,18006.053361647806,18011.7564584026,210,231441,250766
2024-01-01 05:25:00,18011.659916807064,18014.020515792483,18004.887000081835,18012.564993021053,280,242490,225443
2024-01-01 05:30:00,18011.01739406977,18019.42431576345,18009.815140676506,18012.4700352075,606,234962,239946
2024-01-01 05:35:00,18013.636570243125,18015.951423855575,18007.766772261337,18014.278195380306,533,247601,250055
2024-01-01 05:40:00,18013.429940821792,18021.72271129704,18010.820911410094,18014.173203023536,762,230013,228172
2024-01-01 05:45:00,18013.222343087145,18015.79351918958,18006.493472683538,18014.021834837553,610,223543,245102
2024-01-01 05:50:00,18015.356456964804,18017.085366834108,18011.674972718876,18015.27617249501,282,249884,249520
2024-01-01 05:55:00,18014.796416757385,18020.255659187256,18005.01435503012,18014.194233324964,699,246735,232682
2024-01-01 06:00:00,18011.766538107073,18018.212700509695,18003.954912046836,18012.38643319215,227,248595,254173
2024-01-01 06:05:00,18012.34145178706,18015.674609609814,18008.03616445612,18011.701109106063,104,257941,253626
2024-01-01 06:10:00,18010.22871439327,18019.16520592847,18000.863259499667,18009.260321721176,469,241403,255527
2024-01-01 06:15:00,18008.502130004683,18017.610053493063,18004.866839605176,18008.874876235885,419,245087,234011
2024-01-01 06:20:00,18006.987814501455,18011.84468680658,17998.484370220445,18007.545975070032,225,217054,255858
2024-01-01 06:25:00,18008.94741122567,18015.42540779592,18001.967238040877,18009.480145787704,976,240153,242065
2024-01-01 06:30:00,18009.803058496946,18016.40965191728,18003.620217488537,18009.42921587631,550,249807,234020
2024-01-01 06:35:00,18007.924634257106,18008.23186804503,18006.734751407468,18007.694308357306,275,240183,253467
2024-01-01 06:40:00,18007.952341965953,18009.88662097873,17998.830162840346,18008.495761731236,375,222370,234067
2024-01-01 06:45:00,18007.49942892322,18010.653754162595,18006.726852400563,18007.775972855903,401,236832,239521
2024-01-01 06:50:00,18008.121638067914,18011.27648056598,18004.561100749987,18008.583264004716,396,247605,233031
2024-01-01 06:55:00,18010.209753549032,18018.131582663093,18006.61114768886,18009.56213943703,561,235608,242589
2024-01-01 07:00:00,18007.06201295332,18008.952607441657,17998.589459381896,18007.237276866366,316,239458,245459
2024-01-01 07:05:00,18007.748435727266,18012.8443683315,18005.816243833277,18006.79664955011,338,236904,255878
2024-01-01 07:10:00,18005.827720682602,18012.345675796118,18005.92965708577,18006.393831201072,808,244958,252256
2024-01-01 07:15:00,18006.209138831386,18006.59485769696,18000.667639029238,18005.125084570944,514,243195,224584
2024-01-01 07:20:00,18003.58561399132,18012.06171450262,18002.559451725432,18004.09170394069,983,221487,242264
2024-01-01 07:25:00,18002.591110438036,18005.530328349265,17993.390947513442,18003.3481955351,159,256119,255293
2024-01-01 07:30:00,18002.425579040948,18007.660564197115,17995.39610503199,18002.370429912884,618,224190,223312
2024-01-01 07:35:00,17999.04907557678,18005.879834133917,17991.291850113343,18001.217320677602,403,234555,238917
2024-01-01 07:40:00,18001.57613566287,18008.314910696317,17992.527570548038,18002.051101741294,625,243230,249221
